0,2601,0,0,0,0,0,0,0,1,FALSE
0,2602,-30,-50,2,7,0,0,0.7853981633974483,7,FALSE
0,2603,-50,40,0,8,0,0,4.71238898038469,6,FALSE
0,2604,50,75,-9,4,0,0,3.141592653589793,8,FALSE
0.5,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
0.5,2602,-29.0,-46.5,1.614128183429355,6.356880305715592,0.9615239476408232,-0.274721127897378,0.125,7,FALSE
0.5,2603,-50.0,44.0,0.7808688094430304,7.375304952445576,1.0,0.0,0.75,6,FALSE
0.5,2604,45.5,77.0,-8.73013402488703,3.0371021053734064,0.40613846605344756,0.9138115486202572,0.5,8,FALSE
1.0,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
1.0,2602,-28.19293590828532,-43.321559847142204,1.2172442498435607,5.720497446690094,0.9692423216817758,-0.246108353903156,0.008821176288623825,7,FALSE
1.0,2603,-49.60956559527848,47.68765247622279,1.5315823263657857,6.714677057553551,0.9944418077147219,-0.10528765867411094,0.1193662073189215,6,FALSE
1.0,2604,41.13493298755648,78.5185510526867,-8.431608857074187,2.082700342915733,0.3285721365583786,0.9444788780472871,0.1254368542024906,8,FALSE
1.5,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
1.5,2602,-27.58431378336354,-40.46131112379716,0.8081570258435127,5.091889744573794,0.9781018521283734,-0.20812680476826007,-0.019563246296942706,7,FALSE
1.5,2603,-48.84377443209559,51.04499100499956,2.2525159625463593,6.02167295062239,0.9749593671976011,-0.22238307560075943,0.0148006802283424,6,FALSE
1.5,2604,36.91912855901939,79.55990122414457,-8.104203913337793,1.1378162215458327,0.23980359450092392,0.9708214233649958,0.11500235242921482,8,FALSE
2.0,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
2.0,2602,-27.180235270441784,-37.915366251510264,0.38568518607966806,4.472198253098759,0.9876379140693019,-0.15675251415157002,-0.032422851323971213,7,FALSE
2.0,2603,-47.717516450822416,54.055827480310754,2.943872612922729,5.299159295401697,0.936615813070694,-0.3503581292134133,-0.01076438553240423,6,FALSE
2.0,2604,32.86702660235049,80.12880933491748,-7.7477400886167045,0.2035070962210218,0.13903465557689484,0.9902875161025783,0.16620626888955875,8,FALSE
2.5,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
2.5,2602,-26.98739267740195,-35.67926712496089,-0.051284273148396564,3.8626429301772607,0.9963018926545724,-0.08592170094287603,-0.04073233387258131,7,FALSE
2.5,2603,-46.24558014436105,56.7054071280116,3.605659533500961,4.549467310816308,0.8741646134519339,-0.48562972374889807,-0.02907570701874708,6,FALSE
2.5,2604,28.99315655804214,80.23056288302799,-7.362041515245162,-0.7191177519698106,0.02625758307949531,0.9996552102254174,0.23130563239231072,8,FALSE
3.0,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
3.0,2602,-27.013034813976148,-33.74794565987226,-0.5037262557769218,3.2644822056598706,0.9999118724138779,0.01327582034274255,-0.04547776545392521,7,FALSE
3.0,2603,-44.44275037761057,58.980140783419756,4.2376706044592725,3.7745079530522196,0.7837105490092204,-0.6211262153312049,-0.052166251594169044,6,FALSE
3.0,2604,25.31213580041956,79.87100400704308,-6.94690194116291,-1.6288754856719243,-0.09721644181177813,0.9952632633838432,0.3031216417604278,8,FALSE
3.5,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
3.5,2602,-27.26489794186461,-32.11570455704232,-0.972402810632435,2.678954847692058,0.9883034304124216,0.1525002604425305,-0.045704780721710594,7,FALSE
3.5,2603,-42.32391507538094,60.86739475994587,4.839468582241102,2.9758595986823497,0.6651204405685167,-0.7467360976529407,-0.08250679771124082,6,FALSE
3.5,2604,21.838684829838108,79.05656626420712,-6.50205427756639,-2.5244817363159875,-0.22828369834942375,0.9735946554228353,0.38092575297657294,8,FALSE
4.0,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
4.0,2602,-27.75109934718083,-30.776227133196294,-1.457793307354948,2.1072065939199347,0.9399918933398173,0.3411967767365713,-0.03964935006084979,7,FALSE
4.0,2603,-39.90418078426039,62.35532455928704,5.410363801619702,2.1548366705672706,0.5238069564845792,-0.8518369986906897,-0.12088316926309992,6,FALSE
4.0,2604,18.587657691054915,77.79432539604913,-6.027141520846838,-3.4045146183749684,-0.36193623975046674,0.9322028525783927,0.46497258334742636,8,FALSE
4.5,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
4.5,2602,-28.479996000858304,-29.722623836236327,-1.9600415341634632,1.5502086417982932,0.8223824687864861,0.5689350358631855,-0.02483156712219661,7,FALSE
4.5,2603,-37.19899888345054,63.43274289457068,5.94938657459124,1.312545479696753,0.3700122970719271,-0.9290268564554827,-0.16755487319970427,6,FALSE
4.5,2604,15.574086930631495,76.09206808686164,-5.521686761448454,-4.267367726500287,-0.49182397139826434,0.8706946543754815,0.555584576047767,8,FALSE
5.0,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,FALSE
5.0,2602,-29.460016767940036,-28.94751951533718,-2.478930807798829,1.0086793981685862,0.6203361264789595,0.7843360824194436,0.0016073089915232721,7,FALSE
5.0,2603,-34.22430559615492,64.08901563441906,6.45525067021697,0.44993228900421434,0.21543795395548979,-0.9765175308183014,-0.22240208914113863,6,FALSE
5.0,2604,12.813243549907268,73.9583842236115,-4.985059040551874,-5.111186835767992,-0.6115022104147493,0.7912427229730936,0.6529646285475383,8,FALSE
